statename,stateabb,year,imports,exports
Maldives,MAD,1991,161.751,53.65462
Nepal,NEP,1991,500.1398697,257.3023785
Thailand,THI,1991,37957.13615,28857.30082
Cambodia,CAM,1991,61.93348209,57.37593144
Laos,LAO,1991,154.2744501,82.10696221
Vietnam,DRV,1991,2482.856,2188.867
Malaysia,MAL,1991,36753.56576,34404.68634
Singapore,SIN,1991,66268.41599,59213.92377
Brunei,BRU,1991,1110.908855,2465.796963
Philippines,PHI,1991,12945.71117,8845.457048
Indonesia,INS,1991,25928.47596,29188.94695
Australia,AUL,1991,42630.28785,41910.166
Papua New Guinea,PNG,1991,1485.983766,1407.335981
New Zealand,NEW,1991,8393.501658,9613.18363
Vanuatu,VAN,1991,108.5632206,22.68043245
Solomon Islands,SOL,1991,115.6895327,84.71350873
Kiribati,KIR,1991,,7.208392556
Tuvalu,TUV,1991,,1.842140097
Fiji,FIJ,1991,652.0695207,450.5934535
Tonga,TON,1991,65.61655619,17.20244772
Nauru,NAU,1991,,36.45827213
Marshall Islands,MSI,1991,,
Federated States of Micronesia,FSM,1991,,
Samoa,WSM,1991,99.17547597,8.160273319
